customer_id,gender,age,signup_date,purchase_date,product_category,product_price,quantity,payment_method,device_type,total_amount
1238,Female,59,2023-10-07,2023-02-24,Beauty,447.66,2,Credit Card,Desktop,895.32
1209,Female,61,2023-11-13,2023-12-14,Books,11.98,4,PayPal,Desktop,47.92
1750,Male,23,2023-05-22,2023-09-28,Beauty,143.1,3,PayPal,Mobile,429.29999999999995
1742,Male,47,2023-08-29,2023-02-23,Books,383.61,1,Bank Transfer,Desktop,383.61
1469,Male,60,2023-11-12,2023-07-12,Home,419.35,1,Bank Transfer,Mobile,419.35
1365,Male,19,2023-08-04,2023-07-06,Books,179.83,3,Bank Transfer,Tablet,539.49
1087,Male,42,2023-10-28,2023-05-17,Clothing,408.96,4,PayPal,Desktop,1635.84
1043,Female,33,2023-11-20,2023-06-29,Books,92.55,1,Credit Card,Tablet,92.55
1960,Male,46,2023-08-28,2023-08-31,Beauty,295.82,3,PayPal,Mobile,887.46
1162,Male,48,2023-10-22,2023-10-27,Home,220.09,1,Bank Transfer,Desktop,220.09
1677,Male,33,2023-07-10,2023-07-08,Home,394.72,4,PayPal,Tablet,1578.88
1274,Female,44,2023-08-15,2023-04-08,Clothing,479.5,3,Credit Card,Tablet,1438.5
1484,Male,57,2023-06-25,2023-03-27,Home,162.55,4,PayPal,Mobile,650.2
1044,Female,26,2023-01-25,2023-08-26,Electronics,210.45,1,Credit Card,Tablet,210.45
1229,Female,59,2023-12-20,2023-10-27,Beauty,18.58,2,PayPal,Desktop,37.16
1473,Female,50,2023-02-24,2023-01-13,Beauty,269.14,3,PayPal,Tablet,807.42
1791,Male,18,2023-08-20,2023-08-11,Clothing,379.43,1,Credit Card,Mobile,379.43
1910,Female,44,2023-04-27,2023-07-26,Beauty,213.9,3,PayPal,Mobile,641.7
1901,Male,45,2023-04-25,2023-12-04,Electronics,380.19,1,Credit Card,Mobile,380.19
1818,Female,51,2023-03-02,2023-01-09,Beauty,481.18,2,PayPal,Mobile,962.36
1091,Female,53,2023-08-26,2023-10-05,Clothing,251.82,2,Bank Transfer,Tablet,503.64
1640,Female,21,2023-11-21,2023-03-25,Home,23.5,4,Credit Card,Tablet,94.0
1029,Female,63,2023-02-25,2023-11-23,Electronics,397.87,4,PayPal,Tablet,1591.48
1388,Male,31,2023-07-30,2023-05-25,Home,439.19,3,Bank Transfer,Mobile,1317.57
1365,Female,26,2023-06-09,2023-01-07,Clothing,367.48,1,PayPal,Desktop,367.48
1016,Male,46,2023-01-16,2023-06-25,Clothing,173.78,2,Credit Card,Tablet,347.56
1254,Female,45,2023-07-23,2023-10-10,Beauty,306.63,1,PayPal,Mobile,306.63
1199,Female,32,2023-07-23,2023-04-02,Clothing,240.54,3,Credit Card,Desktop,721.62
1882,Male,26,2023-08-22,2023-11-29,Home,153.18,3,Bank Transfer,Desktop,459.54
1765,Female,67,2023-11-26,2023-12-15,Clothing,220.85,4,Bank Transfer,Tablet,883.4
1031,Male,19,2023-09-29,2023-02-16,Electronics,59.62,4,Bank Transfer,Desktop,238.48
1479,Male,69,2023-12-05,2023-12-08,Beauty,61.18,1,Credit Card,Desktop,61.18
1950,Female,59,2023-05-14,2023-11-13,Clothing,318.25,3,Bank Transfer,Tablet,954.75
1564,Male,68,2023-07-17,2023-09-06,Electronics,173.72,2,Bank Transfer,Desktop,347.44
1910,Female,20,2023-01-31,2023-03-27,Electronics,334.78,3,Credit Card,Tablet,1004.3399999999999
1536,Female,54,2023-12-06,2023-06-01,Home,484.81,2,PayPal,Desktop,969.62
1803,Male,55,2023-02-16,2023-11-23,Electronics,138.69,4,PayPal,Tablet,554.76
1166,Female,18,2023-04-22,2023-11-03,Books,475.59,4,PayPal,Tablet,1902.36
1607,Male,35,2023-12-01,2023-06-12,Books,173.65,2,Credit Card,Tablet,347.3
1619,Female,56,2023-04-03,2023-07-16,Books,25.06,3,Credit Card,Desktop,75.17999999999999
1196,Male,47,2023-07-24,2023-06-09,Beauty,353.04,4,Credit Card,Mobile,1412.16
1801,Female,64,2023-04-02,2023-10-25,Home,223.24,1,Bank Transfer,Mobile,223.24
1427,Male,60,2023-07-30,2023-02-03,Beauty,143.09,1,Credit Card,Mobile,143.09
1259,Male,23,2023-12-04,2023-02-27,Books,473.23,2,PayPal,Tablet,946.46
1362,Male,52,2023-08-17,2023-07-21,Home,90.67,1,Credit Card,Tablet,90.67
1461,Female,43,2023-07-22,2023-04-14,Home,11.53,3,Bank Transfer,Desktop,34.589999999999996
1579,Male,33,2023-12-13,2023-10-29,Electronics,164.3,2,Bank Transfer,Mobile,328.6
1955,Female,42,2023-07-26,2023-10-04,Home,293.73,1,Bank Transfer,Tablet,293.73
1262,Female,69,2023-04-27,2023-04-01,Beauty,291.95,3,Credit Card,Tablet,875.8499999999999
1147,Female,46,2023-06-03,2023-10-10,Clothing,406.1,3,PayPal,Tablet,1218.3000000000002
1629,Male,43,2023-08-14,2023-09-01,Clothing,195.65,2,Bank Transfer,Mobile,391.3
1322,Male,61,2023-12-31,2023-09-29,Beauty,225.62,2,Credit Card,Tablet,451.24
1024,Male,38,2023-02-21,2023-03-10,Electronics,419.48,4,Credit Card,Tablet,1677.92
1906,Female,20,2023-08-07,2023-06-12,Home,449.85,2,PayPal,Desktop,899.7
1900,Female,44,2023-01-11,2023-04-22,Home,429.14,4,Bank Transfer,Tablet,1716.56
1834,Female,54,2023-06-05,2023-02-01,Electronics,351.01,4,Bank Transfer,Desktop,1404.04
1145,Male,51,2023-11-22,2023-06-30,Home,495.85,1,Bank Transfer,Tablet,495.85
1057,Male,63,2023-09-30,2023-05-08,Home,302.4,1,Bank Transfer,Tablet,302.4
1797,Male,66,2023-01-01,2023-06-20,Beauty,330.84,4,Bank Transfer,Desktop,1323.36
1319,Female,68,2023-01-26,2023-07-11,Electronics,319.28,2,PayPal,Desktop,638.56
1542,Female,34,2023-01-27,2023-05-31,Clothing,473.58,2,Bank Transfer,Desktop,947.16
1917,Female,63,2023-07-13,2023-09-27,Clothing,309.43,4,Bank Transfer,Tablet,1237.72
1634,Male,44,2023-10-28,2023-04-03,Beauty,229.37,4,Bank Transfer,Tablet,917.48
1491,Female,28,2023-08-04,2023-05-10,Clothing,239.85,2,PayPal,Mobile,479.7
1082,Female,53,2023-03-10,2023-10-30,Electronics,300.05,4,PayPal,Mobile,1200.2
1140,Male,36,2023-10-21,2023-09-02,Electronics,336.14,1,PayPal,Mobile,336.14
1150,Male,52,2023-04-02,2023-11-19,Beauty,83.84,4,Bank Transfer,Tablet,335.36
1964,Male,36,2023-06-07,2023-04-09,Books,341.88,2,Credit Card,Mobile,683.76
1837,Female,62,2023-09-07,2023-09-12,Home,346.09,1,Bank Transfer,Tablet,346.09
1012,Male,51,2023-08-18,2023-04-23,Home,281.61,4,Bank Transfer,Tablet,1126.44
1415,Male,69,2023-04-12,2023-11-06,Electronics,174.12,1,Credit Card,Desktop,174.12
1688,Male,60,2023-04-26,2023-06-05,Beauty,365.72,4,Bank Transfer,Tablet,1462.88
1349,Female,50,2023-06-04,2023-05-27,Electronics,281.17,3,Credit Card,Tablet,843.51
1118,Female,54,2023-04-21,2023-08-14,Beauty,73.41,3,Credit Card,Tablet,220.23
1230,Male,47,2023-04-25,2023-06-13,Electronics,102.66,3,Bank Transfer,Desktop,307.98
1889,Female,32,2023-09-10,2023-11-26,Electronics,365.02,1,PayPal,Tablet,365.02
1485,Male,38,2023-11-22,2023-05-25,Beauty,308.73,4,PayPal,Mobile,1234.92
1834,Female,50,2023-01-04,2023-12-20,Clothing,305.1,4,PayPal,Desktop,1220.4
1611,Male,19,2023-10-11,2023-11-02,Clothing,82.36,2,Bank Transfer,Mobile,164.72
1691,Female,48,2023-08-27,2023-01-25,Home,389.01,2,Bank Transfer,Desktop,778.02
1966,Female,53,2023-06-04,2023-07-13,Clothing,102.49,2,Bank Transfer,Desktop,204.98
1617,Male,21,2023-06-02,2023-03-18,Clothing,202.32,3,Bank Transfer,Desktop,606.96
1877,Female,50,2023-02-17,2023-11-25,Beauty,87.57,2,Credit Card,Mobile,175.14
1709,Male,38,2023-01-08,2023-07-22,Books,180.71,3,Credit Card,Tablet,542.13
1330,Female,55,2023-04-29,2023-11-01,Clothing,15.24,1,Credit Card,Desktop,15.24
1366,Male,64,2023-01-02,2023-09-01,Books,382.92,1,PayPal,Desktop,382.92
1267,Female,29,2023-01-23,2023-08-24,Books,27.94,1,PayPal,Mobile,27.94
1111,Male,54,2023-06-13,2023-05-05,Books,338.78,4,Credit Card,Mobile,1355.12
1441,Female,26,2023-01-01,2023-03-20,Home,308.8,3,Credit Card,Mobile,926.4000000000001
1656,Female,52,2023-01-08,2023-05-24,Clothing,311.19,3,Credit Card,Tablet,933.5699999999999
1034,Female,60,2023-11-19,2023-01-14,Books,211.32,4,Bank Transfer,Tablet,845.28
1663,Male,64,2023-01-27,2023-05-01,Electronics,152.89,3,Credit Card,Tablet,458.66999999999996
1915,Female,40,2023-08-24,2023-02-23,Books,273.44,3,Credit Card,Tablet,820.3199999999999
1964,Female,28,2023-06-01,2023-07-16,Clothing,235.01,3,PayPal,Tablet,705.03
1992,Male,36,2023-10-10,2023-03-23,Electronics,281.47,2,PayPal,Desktop,562.94
1303,Female,51,2023-04-22,2023-08-30,Clothing,292.81,2,Bank Transfer,Desktop,585.62
1015,Female,59,2023-06-11,2023-05-02,Clothing,111.65,4,Bank Transfer,Mobile,446.6
1921,Female,45,2023-10-21,2023-07-01,Home,441.4,3,Credit Card,Tablet,1324.1999999999998
1822,Female,25,2023-10-10,2023-12-04,Books,305.04,3,Bank Transfer,Mobile,915.1200000000001
1141,Female,25,2023-01-02,2023-08-10,Home,393.42,4,PayPal,Tablet,1573.68
1037,Male,49,2023-06-25,2023-04-15,Electronics,107.3,4,Bank Transfer,Desktop,429.2
1947,Male,53,2023-07-10,2023-02-26,Clothing,399.92,1,Bank Transfer,Mobile,399.92
1768,Male,22,2023-08-03,2023-10-16,Clothing,231.52,2,PayPal,Tablet,463.04
1650,Female,26,2023-10-02,2023-04-28,Electronics,319.83,2,Bank Transfer,Desktop,639.66
1299,Female,53,2023-05-27,2023-11-11,Books,153.51,2,Bank Transfer,Mobile,307.02
1262,Male,25,2023-03-24,2023-12-07,Home,210.92,3,PayPal,Desktop,632.76
1463,Female,30,2023-03-31,2023-12-23,Beauty,495.1,1,Credit Card,Mobile,495.1
1728,Female,36,2023-08-24,2023-12-07,Electronics,165.74,2,PayPal,Desktop,331.48
1639,Female,61,2023-01-27,2023-11-14,Beauty,316.4,2,PayPal,Desktop,632.8
1256,Female,47,2023-03-10,2023-01-07,Books,111.04,1,Bank Transfer,Mobile,111.04
1151,Female,27,2023-06-29,2023-02-12,Clothing,378.14,2,Bank Transfer,Desktop,756.28
1730,Male,20,2023-11-28,2023-03-08,Beauty,493.98,3,Bank Transfer,Tablet,1481.94
1283,Female,57,2023-10-19,2023-12-01,Books,439.53,1,PayPal,Mobile,439.53
1649,Male,46,2023-10-19,2023-08-07,Books,59.8,2,PayPal,Desktop,119.6
1862,Female,22,2023-05-20,2023-11-01,Home,221.89,1,PayPal,Desktop,221.89
1873,Male,22,2023-04-21,2023-04-08,Clothing,198.13,4,Bank Transfer,Desktop,792.52
1262,Male,41,2023-03-31,2023-02-19,Clothing,84.62,4,Credit Card,Mobile,338.48
1691,Female,64,2023-09-26,2023-11-02,Beauty,458.23,3,Bank Transfer,Desktop,1374.69
1248,Female,39,2023-03-06,2023-01-19,Clothing,70.38,4,PayPal,Desktop,281.52
1565,Female,69,2023-08-08,2023-09-23,Home,165.38,1,Bank Transfer,Tablet,165.38
1503,Male,23,2023-12-15,2023-07-06,Clothing,481.72,3,Bank Transfer,Tablet,1445.16
1038,Female,20,2023-06-05,2023-03-11,Beauty,469.34,4,Bank Transfer,Tablet,1877.36
1304,Male,45,2023-08-06,2023-02-28,Clothing,334.18,3,Credit Card,Mobile,1002.54
1566,Male,41,2023-12-31,2023-12-19,Clothing,164.87,1,Bank Transfer,Mobile,164.87
1274,Female,47,2023-01-29,2023-11-28,Home,379.34,1,Bank Transfer,Tablet,379.34
1265,Male,44,2023-02-04,2023-05-16,Clothing,422.21,4,Credit Card,Desktop,1688.84
1392,Female,43,2023-05-24,2023-02-26,Home,356.21,4,PayPal,Tablet,1424.84
1780,Female,38,2023-10-14,2023-05-20,Beauty,406.2,1,Bank Transfer,Tablet,406.2
1606,Female,32,2023-05-15,2023-06-08,Clothing,291.32,2,Credit Card,Tablet,582.64
1294,Male,29,2023-04-01,2023-08-28,Home,376.39,2,Bank Transfer,Tablet,752.78
1698,Male,58,2023-09-23,2023-03-05,Home,291.42,4,PayPal,Tablet,1165.68
1329,Male,69,2023-04-25,2023-12-19,Electronics,417.16,2,Bank Transfer,Mobile,834.32
1296,Female,63,2023-07-07,2023-01-05,Books,409.23,2,PayPal,Desktop,818.46
1010,Male,25,2023-03-17,2023-06-03,Beauty,218.76,3,Credit Card,Tablet,656.28
1391,Female,65,2023-03-14,2023-03-10,Beauty,133.15,3,PayPal,Tablet,399.45000000000005
1040,Female,29,2023-04-07,2023-08-08,Electronics,10.55,3,Bank Transfer,Desktop,31.650000000000002
1856,Male,51,2023-09-17,2023-11-02,Electronics,438.34,1,Credit Card,Mobile,438.34
1089,Male,40,2023-06-10,2023-05-16,Books,285.53,4,Bank Transfer,Mobile,1142.12
1144,Male,28,2023-04-04,2023-02-12,Home,333.45,4,Bank Transfer,Tablet,1333.8
1490,Female,56,2023-11-12,2023-04-08,Books,283.77,4,Credit Card,Tablet,1135.08
1165,Female,27,2023-09-12,2023-07-30,Clothing,61.58,4,Credit Card,Mobile,246.32
1520,Female,50,2023-03-31,2023-01-25,Electronics,234.56,3,Bank Transfer,Tablet,703.6800000000001
1054,Male,30,2023-12-22,2023-11-22,Beauty,379.9,4,PayPal,Desktop,1519.6
1301,Male,27,2023-01-23,2023-10-25,Clothing,327.25,3,Credit Card,Mobile,981.75
1562,Female,36,2023-09-15,2023-01-19,Home,282.44,3,PayPal,Desktop,847.3199999999999
1281,Female,21,2023-07-04,2023-09-26,Home,148.32,3,PayPal,Tablet,444.96
1264,Male,60,2023-04-18,2023-01-10,Clothing,117.89,4,PayPal,Tablet,471.56
1036,Male,56,2023-08-21,2023-01-12,Home,246.05,3,Bank Transfer,Mobile,738.1500000000001
1576,Male,23,2023-09-11,2023-02-03,Clothing,466.88,2,Bank Transfer,Desktop,933.76
1927,Male,33,2023-08-20,2023-01-28,Clothing,468.68,3,PayPal,Tablet,1406.04
1003,Male,63,2023-10-31,2023-09-03,Beauty,285.32,1,Credit Card,Mobile,285.32
1927,Female,69,2023-12-07,2023-02-13,Clothing,441.61,1,PayPal,Tablet,441.61
1101,Female,65,2023-01-05,2023-12-17,Clothing,317.26,3,PayPal,Tablet,951.78
1507,Female,67,2023-09-18,2023-08-26,Electronics,286.56,2,PayPal,Tablet,573.12
1657,Female,33,2023-05-21,2023-07-11,Home,272.54,4,Bank Transfer,Desktop,1090.16
1846,Female,68,2023-12-06,2023-12-13,Books,346.48,2,Credit Card,Desktop,692.96
1443,Female,22,2023-01-22,2023-03-09,Beauty,152.15,3,Bank Transfer,Desktop,456.45000000000005
1173,Male,30,2023-06-14,2023-11-06,Beauty,497.52,4,Bank Transfer,Mobile,1990.08
1550,Female,66,2023-10-12,2023-04-03,Home,180.61,4,Credit Card,Tablet,722.44
1524,Male,68,2023-09-14,2023-08-05,Home,232.44,1,Credit Card,Mobile,232.44
1130,Male,62,2023-11-21,2023-12-26,Electronics,221.63,3,PayPal,Mobile,664.89
1279,Female,19,2023-06-04,2023-06-30,Beauty,235.49,2,Bank Transfer,Mobile,470.98
1702,Male,35,2023-07-14,2023-10-21,Home,146.7,4,Credit Card,Mobile,586.8
1221,Male,66,2023-11-02,2023-11-26,Electronics,68.65,3,Bank Transfer,Desktop,205.95000000000002
1310,Male,60,2023-12-20,2023-11-16,Books,114.69,1,Credit Card,Desktop,114.69
1872,Male,44,2023-11-08,2023-10-29,Clothing,92.91,2,Credit Card,Desktop,185.82
1678,Female,49,2023-12-30,2023-04-14,Electronics,187.53,1,PayPal,Mobile,187.53
1470,Male,23,2023-08-14,2023-05-15,Home,12.38,4,Credit Card,Desktop,49.52
1468,Female,39,2023-02-27,2023-04-30,Electronics,458.43,1,Credit Card,Tablet,458.43
1800,Female,28,2023-03-27,2023-06-20,Clothing,323.84,4,Credit Card,Desktop,1295.36
1973,Female,50,2023-08-12,2023-03-20,Electronics,68.05,3,PayPal,Desktop,204.14999999999998
1509,Male,61,2023-11-21,2023-06-14,Clothing,485.82,1,PayPal,Mobile,485.82
1509,Male,43,2023-09-19,2023-06-26,Books,97.1,2,PayPal,Desktop,194.2
1035,Male,28,2023-12-12,2023-07-11,Electronics,392.83,3,Bank Transfer,Tablet,1178.49
1431,Female,59,2023-09-30,2023-01-31,Beauty,107.16,2,Credit Card,Desktop,214.32
1244,Female,25,2023-06-11,2023-11-05,Clothing,219.35,3,Credit Card,Desktop,658.05
1729,Male,27,2023-12-12,2023-06-14,Clothing,111.37,4,Credit Card,Tablet,445.48
1643,Male,31,2023-07-09,2023-10-29,Electronics,213.06,2,Credit Card,Mobile,426.12
1833,Male,23,2023-06-13,2023-02-08,Clothing,328.74,2,Bank Transfer,Desktop,657.48
1929,Female,23,2023-05-31,2023-08-04,Electronics,418.62,2,Bank Transfer,Tablet,837.24
1848,Female,39,2023-04-11,2023-08-29,Home,212.56,1,PayPal,Mobile,212.56
1728,Female,64,2023-06-23,2023-08-30,Electronics,126.37,2,PayPal,Desktop,252.74
1376,Male,52,2023-07-24,2023-01-23,Clothing,236.68,4,PayPal,Desktop,946.72
1460,Female,30,2023-08-10,2023-06-22,Books,29.48,3,Credit Card,Desktop,88.44
1674,Female,45,2023-06-24,2023-10-03,Home,286.52,2,PayPal,Mobile,573.04
1945,Male,27,2023-01-28,2023-07-05,Beauty,326.08,3,PayPal,Tablet,978.24
1775,Female,47,2023-06-08,2023-10-24,Clothing,302.14,1,PayPal,Tablet,302.14
1901,Female,18,2023-01-09,2023-01-26,Clothing,212.53,3,PayPal,Tablet,637.59
1364,Female,55,2023-12-31,2023-07-08,Beauty,427.41,3,PayPal,Tablet,1282.23
1753,Male,68,2023-08-23,2023-06-09,Books,424.46,1,PayPal,Tablet,424.46
1251,Female,69,2023-12-11,2023-02-25,Clothing,47.1,3,Bank Transfer,Mobile,141.3
1081,Female,66,2023-09-01,2023-12-04,Books,71.35,3,PayPal,Desktop,214.04999999999998
1007,Female,34,2023-09-22,2023-11-24,Beauty,229.14,1,Credit Card,Mobile,229.14
1590,Female,66,2023-02-07,2023-04-18,Electronics,311.01,2,Credit Card,Desktop,622.02
1149,Male,69,2023-02-13,2023-11-24,Home,154.08,3,Bank Transfer,Desktop,462.24
1601,Male,63,2023-05-07,2023-01-27,Home,367.45,2,PayPal,Tablet,734.9
1861,Female,45,2023-08-15,2023-12-13,Home,67.57,4,PayPal,Mobile,270.28
1587,Female,19,2023-01-31,2023-02-21,Beauty,272.78,2,Credit Card,Tablet,545.56
1565,Male,64,2023-07-26,2023-06-13,Clothing,415.28,3,PayPal,Mobile,1245.84
1338,Female,62,2023-09-18,2023-12-12,Home,426.36,4,Bank Transfer,Desktop,1705.44
1430,Male,62,2023-08-05,2023-11-08,Home,122.04,3,PayPal,Mobile,366.12
1622,Male,62,2023-04-21,2023-03-21,Clothing,319.55,4,Bank Transfer,Desktop,1278.2
1519,Female,30,2023-10-11,2023-06-27,Clothing,379.07,3,PayPal,Mobile,1137.21
1104,Female,33,2023-03-09,2023-05-27,Clothing,105.91,4,Credit Card,Desktop,423.64
1304,Female,54,2023-09-22,2023-08-17,Books,335.29,2,Credit Card,Desktop,670.58
1828,Female,30,2023-02-26,2023-05-22,Home,300.1,4,Bank Transfer,Tablet,1200.4
1596,Female,34,2023-06-21,2023-03-21,Clothing,492.93,3,Credit Card,Mobile,1478.79
1866,Male,69,2023-04-27,2023-10-07,Electronics,278.82,3,PayPal,Mobile,836.46
1890,Female,45,2023-11-09,2023-10-28,Home,352.76,3,Credit Card,Desktop,1058.28
1451,Female,40,2023-05-27,2023-06-11,Electronics,151.39,3,Bank Transfer,Desktop,454.16999999999996
1087,Male,48,2023-05-12,2023-09-24,Electronics,346.01,1,PayPal,Desktop,346.01
1590,Male,28,2023-02-16,2023-01-09,Beauty,434.03,2,Bank Transfer,Tablet,868.06
1662,Female,57,2023-02-15,2023-03-14,Electronics,37.88,3,Bank Transfer,Mobile,113.64000000000001
1978,Male,64,2023-06-17,2023-09-06,Home,189.09,1,Bank Transfer,Desktop,189.09
1751,Female,32,2023-12-03,2023-09-25,Home,344.18,4,Bank Transfer,Tablet,1376.72
1828,Female,32,2023-09-01,2023-06-02,Beauty,267.71,2,Credit Card,Mobile,535.42
1981,Female,31,2023-05-13,2023-07-31,Home,46.54,2,Credit Card,Desktop,93.08
1994,Male,44,2023-03-06,2023-03-03,Beauty,221.85,3,PayPal,Tablet,665.55
1961,Female,30,2023-06-07,2023-06-03,Home,303.88,4,PayPal,Desktop,1215.52
1023,Male,31,2023-07-10,2023-11-06,Clothing,447.47,2,Bank Transfer,Mobile,894.94
1025,Male,49,2023-10-11,2023-12-14,Home,256.97,3,Bank Transfer,Mobile,770.9100000000001
1360,Female,37,2023-08-18,2023-04-12,Books,410.37,4,Credit Card,Mobile,1641.48
1873,Female,33,2023-05-01,2023-11-20,Home,459.52,3,Credit Card,Mobile,1378.56
1428,Male,49,2023-11-21,2023-09-06,Books,125.42,4,PayPal,Tablet,501.68
1090,Male,35,2023-05-14,2023-02-16,Home,368.0,2,Credit Card,Desktop,736.0
1601,Male,18,2023-02-02,2023-09-28,Clothing,267.72,2,Credit Card,Tablet,535.44
1634,Female,24,2023-10-28,2023-11-06,Books,151.29,4,PayPal,Mobile,605.16
1398,Female,35,2023-05-06,2023-07-01,Electronics,473.96,4,PayPal,Tablet,1895.84
1101,Female,68,2023-04-13,2023-12-25,Clothing,310.53,4,Bank Transfer,Desktop,1242.12
1605,Male,59,2023-04-26,2023-09-21,Books,357.99,1,Bank Transfer,Tablet,357.99
1425,Male,27,2023-08-05,2023-01-22,Clothing,17.66,1,Credit Card,Tablet,17.66
1157,Female,53,2023-03-16,2023-08-28,Clothing,367.78,1,Bank Transfer,Desktop,367.78
1623,Male,37,2023-06-01,2023-09-14,Books,342.48,1,Bank Transfer,Desktop,342.48
1549,Male,51,2023-03-26,2023-03-04,Home,229.32,3,Bank Transfer,Desktop,687.96
1915,Female,29,2023-10-24,2023-06-12,Beauty,22.28,3,Bank Transfer,Tablet,66.84
1370,Male,57,2023-08-23,2023-08-15,Clothing,495.88,4,Bank Transfer,Desktop,1983.52
1124,Male,57,2023-05-04,2023-05-02,Electronics,129.02,3,Bank Transfer,Tablet,387.06000000000006
1371,Female,37,2023-06-22,2023-02-04,Electronics,425.08,4,Credit Card,Tablet,1700.32
1078,Female,48,2023-08-12,2023-07-25,Home,426.48,1,PayPal,Desktop,426.48
1372,Female,49,2023-08-11,2023-11-07,Books,48.04,2,Credit Card,Mobile,96.08
1349,Female,63,2023-11-08,2023-06-19,Home,309.47,3,Bank Transfer,Mobile,928.4100000000001
1293,Male,22,2023-06-24,2023-12-23,Books,82.92,1,Credit Card,Tablet,82.92
1792,Male,60,2023-05-12,2023-10-16,Beauty,499.22,3,PayPal,Mobile,1497.66
1329,Male,34,2023-06-09,2023-05-07,Clothing,364.18,3,Bank Transfer,Desktop,1092.54
1015,Male,39,2023-10-30,2023-06-19,Electronics,68.01,1,PayPal,Mobile,68.01
1806,Female,69,2023-05-10,2023-09-19,Books,463.89,3,Bank Transfer,Mobile,1391.67
1207,Male,33,2023-04-12,2023-02-07,Books,433.0,2,Bank Transfer,Mobile,866.0
1722,Male,46,2023-10-04,2023-06-16,Electronics,178.42,1,Bank Transfer,Desktop,178.42
1481,Male,68,2023-09-27,2023-01-12,Beauty,361.97,3,PayPal,Desktop,1085.91
1894,Male,68,2023-05-20,2023-01-19,Electronics,91.29,1,PayPal,Tablet,91.29
1004,Female,37,2023-03-27,2023-10-31,Beauty,484.36,2,PayPal,Mobile,968.72
1879,Female,45,2023-08-29,2023-10-24,Home,420.39,4,PayPal,Mobile,1681.56
1407,Female,22,2023-02-10,2023-04-22,Clothing,196.25,4,Credit Card,Desktop,785.0
1824,Female,32,2023-12-09,2023-02-26,Beauty,119.84,4,PayPal,Desktop,479.36
1754,Female,33,2023-09-25,2023-03-23,Home,482.81,1,Bank Transfer,Desktop,482.81
1193,Female,51,2023-03-23,2023-07-17,Beauty,19.62,3,PayPal,Desktop,58.86
1561,Male,54,2023-08-05,2023-01-26,Electronics,324.48,1,Bank Transfer,Mobile,324.48
1773,Female,33,2023-02-24,2023-08-28,Home,379.33,1,Credit Card,Mobile,379.33
1245,Male,37,2023-04-19,2023-12-31,Home,333.89,4,Bank Transfer,Tablet,1335.56
1059,Male,24,2023-05-27,2023-01-03,Clothing,299.48,1,PayPal,Tablet,299.48
1769,Female,31,2023-04-06,2023-06-08,Electronics,336.53,4,Credit Card,Mobile,1346.12
1863,Male,18,2023-06-19,2023-10-27,Electronics,102.42,3,Credit Card,Desktop,307.26
1941,Male,21,2023-07-16,2023-08-26,Electronics,493.96,3,PayPal,Desktop,1481.8799999999999
1169,Female,33,2023-03-02,2023-10-15,Clothing,482.83,2,Credit Card,Desktop,965.66
1317,Male,65,2023-04-17,2023-05-15,Home,77.31,4,Credit Card,Tablet,309.24
1106,Female,58,2023-04-27,2023-07-26,Electronics,65.84,1,PayPal,Mobile,65.84
1301,Female,22,2023-10-11,2023-08-04,Clothing,425.08,4,Credit Card,Tablet,1700.32
1648,Female,39,2023-05-16,2023-03-18,Home,36.34,4,PayPal,Desktop,145.36
1943,Male,38,2023-10-22,2023-09-04,Electronics,481.0,1,Bank Transfer,Desktop,481.0
1865,Male,35,2023-08-09,2023-02-19,Clothing,333.05,1,PayPal,Desktop,333.05
1719,Female,69,2023-07-29,2023-07-21,Electronics,365.33,4,PayPal,Tablet,1461.32
1095,Female,22,2023-04-15,2023-04-03,Books,213.51,3,Credit Card,Tablet,640.53
1087,Female,32,2023-12-02,2023-10-24,Clothing,256.58,4,Credit Card,Mobile,1026.32
1678,Male,37,2023-05-27,2023-09-09,Beauty,10.72,4,Bank Transfer,Mobile,42.88
1123,Male,45,2023-09-09,2023-09-28,Beauty,334.36,4,PayPal,Tablet,1337.44
1413,Female,62,2023-11-19,2023-12-07,Home,72.44,2,PayPal,Desktop,144.88
1788,Female,62,2023-12-28,2023-03-13,Beauty,331.67,2,Bank Transfer,Tablet,663.34
1948,Female,64,2023-06-15,2023-06-17,Home,124.01,3,Credit Card,Desktop,372.03000000000003
1457,Male,49,2023-05-24,2023-10-28,Clothing,382.38,1,PayPal,Mobile,382.38
1714,Female,35,2023-02-18,2023-09-03,Home,187.76,4,PayPal,Mobile,751.04
1027,Male,23,2023-07-28,2023-04-10,Clothing,243.02,2,Bank Transfer,Desktop,486.04
1674,Male,26,2023-04-13,2023-10-13,Electronics,82.23,3,Bank Transfer,Mobile,246.69
1689,Male,61,2023-10-23,2023-10-29,Books,168.09,3,PayPal,Mobile,504.27
1428,Male,21,2023-03-12,2023-02-01,Clothing,176.48,1,PayPal,Mobile,176.48
1714,Female,38,2023-04-23,2023-12-16,Clothing,391.99,2,PayPal,Desktop,783.98
1591,Female,66,2023-09-25,2023-12-29,Electronics,455.24,1,Credit Card,Desktop,455.24
1579,Female,23,2023-06-13,2023-01-08,Home,388.04,1,PayPal,Mobile,388.04
1446,Male,19,2023-03-29,2023-07-21,Clothing,321.43,1,Bank Transfer,Desktop,321.43
1035,Male,30,2023-07-11,2023-06-17,Beauty,97.19,3,Bank Transfer,Tablet,291.57
